Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_045032_20150718_20200908_02_T1,LC08_L1TP_045032_20150718_20200908_02_T1,LC80450322015199LGN01,2015/07/18,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-07-18 18:50:46.059163,2015-07-18 18:51:17.829159,LGN,DAY,   2.59,   3.81,1311,5,    3.114,    2.153,    2.250,LPGS_15.3.1c,63.33017372,130.10848922,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.32"N,122°46'12.25"W,41°23'07.94"N,124°09'14.98"W,41°22'47.78"N,121°22'50.63"W,39°15'41.65"N,124°07'06.74"W,39°15'22.93"N,121°25'50.52"W, 40.33259,-122.77007, 41.38554,-124.15416, 41.37994,-121.38073, 39.26157,-124.11854, 39.25637,-121.43070,LC08_L2SP_045032_20150718_20200908_02_T1,LC80450322015199LGN01
LC08_L2SP_045033_20150718_20200908_02_T1,LC08_L1TP_045033_20150718_20200908_02_T1,LC80450332015199LGN01,2015/07/18,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-07-18 18:51:09.941728,2015-07-18 18:51:41.711724,LGN,DAY,   1.66,  29.75,1034,5,    2.624,    1.757,    1.949,LPGS_15.3.1c,64.01371625,127.29439232,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.42"N,123°13'05.27"W,39°57'12.74"N,124°34'58.01"W,39°57'31.61"N,121°51'51.59"W,37°49'36.16"N,124°32'10.54"W,37°49'53.65"N,121°53'51.79"W, 38.90456,-123.21813, 39.95354,-124.58278, 39.95878,-121.86433, 37.82671,-124.53626, 37.83157,-121.89772,LC08_L2SP_045033_20150718_20200908_02_T1,LC80450332015199LGN01
LC08_L2SP_044032_20150727_20200908_02_T1,LC08_L1TP_044032_20150727_20200908_02_T1,LC80440322015208LGN01,2015/07/27,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-07-27 18:44:37.593275,2015-07-27 18:45:09.363271,LGN,DAY,   0.07,   0.07,1067,5,    3.871,    2.667,    2.806,LPGS_15.3.1c,61.85407772,132.43924637,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.54"N,121°13'01.45"W,41°23'25.76"N,122°33'39.67"W,41°20'50.35"N,119°49'05.63"W,39°17'25.76"N,122°34'27.95"W,39°15'01.40"N,119°54'54.72"W, 40.33265,-121.21707, 41.39049,-122.56102, 41.34732,-119.81823, 39.29049,-122.57443, 39.25039,-119.91520,LC08_L2SP_044032_20150727_20200908_02_T1,LC80440322015208LGN01
LC08_L2SP_044033_20150727_20200908_02_T1,LC08_L1TP_044033_20150727_20200908_02_T1,LC80440332015208LGN01,2015/07/27,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-07-27 18:45:01.480076,2015-07-27 18:45:33.250072,LGN,DAY,   0.19,   0.19,1437,5,    3.360,    2.362,    2.390,LPGS_15.3.1c,62.59167021,129.83898207,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.59"N,121°39'54.79"W,39°57'32.18"N,122°59'30.48"W,39°55'39.18"N,120°18'09.68"W,37°51'10.62"N,122°59'31.34"W,37°49'25.75"N,120°22'52.03"W, 38.90433,-121.66522, 39.95894,-122.99180, 39.92755,-120.30269, 37.85295,-122.99204, 37.82382,-120.38112,LC08_L2SP_044033_20150727_20200908_02_T1,LC80440332015208LGN01
LC08_L2SP_045032_20150803_20200908_02_T1,LC08_L1TP_045032_20150803_20200908_02_T1,LC80450322015215LGN01,2015/08/03,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-03 18:50:49.170786,2015-08-03 18:51:20.940782,LGN,DAY,  10.75,  12.14,1227,5,    3.359,    2.301,    2.448,LPGS_15.3.1c,60.51186625,134.67177128,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.51"N,122°45'09.32"W,41°23'08.59"N,124°08'10.43"W,41°22'46.85"N,121°21'46.08"W,39°15'42.23"N,124°06'04.18"W,39°15'22.07"N,121°24'47.95"W, 40.33292,-122.75259, 41.38572,-124.13623, 41.37968,-121.36280, 39.26173,-124.10116, 39.25613,-121.41332,LC08_L2SP_045032_20150803_20200908_02_T1,LC80450322015215LGN01
LC08_L2SP_045033_20150803_20200909_02_T1,LC08_L1TP_045033_20150803_20200909_02_T1,LC80450332015215LGN01,2015/08/03,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/09,2020/09/09,2015-08-03 18:51:13.066059,2015-08-03 18:51:44.836056,LGN,DAY,  11.14,  40.15,788,5,    2.701,    1.886,    1.934,LPGS_15.3.1c,61.29989868,132.25343107,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'14.83"N,123°12'03.02"W,39°57'13.61"N,124°33'54.79"W,39°57'31"N,121°50'48.37"W,37°49'36.95"N,124°31'09.19"W,37°49'53.08"N,121°52'50.41"W, 38.90412,-123.20084, 39.95378,-124.56522, 39.95861,-121.84677, 37.82693,-124.51922, 37.83141,-121.88067,LC08_L2SP_045033_20150803_20200909_02_T1,LC80450332015215LGN01
LC08_L2SP_044032_20150812_20200908_02_T1,LC08_L1TP_044032_20150812_20200908_02_T1,LC80440322015224LGN01,2015/08/12,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-12 18:44:42.290737,2015-08-12 18:45:14.060733,LGN,DAY,   0.01,   0.01,1063,5,    4.462,    2.911,    3.381,LPGS_15.3.1c,58.54609010,137.90188775,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.22"N,121°12'27.07"W,41°23'35.34"N,122°33'00.86"W,41°20'59.35"N,119°48'39.35"W,39°17'25.62"N,122°33'50.36"W,39°15'00.76"N,119°54'29.74"W, 40.33284,-121.20752, 41.39315,-122.55024, 41.34982,-119.81093, 39.29045,-122.56399, 39.25021,-119.90826,LC08_L2SP_044032_20150812_20200908_02_T1,LC80440322015224LGN01
LC08_L2SP_044033_20150812_20200908_02_T1,LC08_L1TP_044033_20150812_20200908_02_T1,LC80440332015224LGN01,2015/08/12,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-12 18:45:06.177538,2015-08-12 18:45:37.947535,LGN,DAY,   0.00,   0.00,1405,5,    3.725,    2.483,    2.777,LPGS_15.3.1c,59.40389919,135.72870952,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.31"N,121°39'20.23"W,39°57'41.90"N,122°58'52.57"W,39°55'48.04"N,120°17'31.42"W,37°51'20.38"N,122°58'54.52"W,37°49'34.68"N,120°22'14.92"W, 38.90453,-121.65562, 39.96164,-122.98127, 39.93001,-120.29206, 37.85566,-122.98181, 37.82630,-120.37081,LC08_L2SP_044033_20150812_20200908_02_T1,LC80440332015224LGN01
LC08_L2SP_045032_20150819_20200908_02_T1,LC08_L1TP_045032_20150819_20200908_02_T1,LC80450322015231LGN02,2015/08/19,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-19 18:50:56.68955,2015-08-19 18:51:28.459546,LGN,DAY,  35.17,  36.22,1252,5,    3.440,    2.318,    2.542,LPGS_15.3.1c,56.83385924,140.58120321,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.90"N,122°45'24.73"W,41°23'08.48"N,124°08'23.32"W,41°22'47.03"N,121°21'59"W,39°15'42.12"N,124°06'16.67"W,39°15'22.25"N,121°25'00.48"W, 40.33275,-122.75687, 41.38569,-124.13981, 41.37973,-121.36639, 39.26170,-124.10463, 39.25618,-121.41680,LC08_L2SP_045032_20150819_20200908_02_T1,LC80450322015231LGN02
LC08_L2SP_045033_20150819_20200908_02_T1,LC08_L1TP_045033_20150819_20200908_02_T1,LC80450332015231LGN02,2015/08/19,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-19 18:51:20.576351,2015-08-19 18:51:52.346348,LGN,DAY,  19.14,  48.33,713,5,    3.028,    2.075,    2.205,LPGS_15.3.1c,57.74739224,138.59879445,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.27"N,123°12'17.86"W,39°57'13.43"N,124°34'07.43"W,39°57'31.10"N,121°51'01.01"W,37°49'36.80"N,124°31'21.47"W,37°49'53.18"N,121°53'02.69"W, 38.90452,-123.20496, 39.95373,-124.56873, 39.95864,-121.85028, 37.82689,-124.52263, 37.83144,-121.88408,LC08_L2SP_045033_20150819_20200908_02_T1,LC80450332015231LGN02
LC08_L2SP_044032_20150828_20200908_02_T1,LC08_L1TP_044032_20150828_20200908_02_T1,LC80440322015240LGN01,2015/08/28,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-28 18:44:48.983462,2015-08-28 18:45:20.753458,LGN,DAY,  48.46,  48.46,778,5,    5.447,    3.505,    4.170,LPGS_15.3.1c,54.42024335,144.09786546,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.94"N,121°12'36.79"W,41°23'25.69"N,122°33'13.86"W,41°20'49.63"N,119°48'39.85"W,39°17'25.69"N,122°34'02.89"W,39°15'00.76"N,119°54'29.74"W, 40.33276,-121.21022, 41.39047,-122.55385, 41.34712,-119.81107, 39.29047,-122.56747, 39.25021,-119.90826,LC08_L2SP_044032_20150828_20200908_02_T1,LC80440322015240LGN01
LC08_L2SP_044033_20150828_20200908_02_T1,LC08_L1TP_044033_20150828_20200908_02_T1,LC80440332015240LGN01,2015/08/28,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-28 18:45:12.870263,2015-08-28 18:45:44.640259,LGN,DAY,  50.03,  50.04,1298,5,    4.418,    2.880,    3.351,LPGS_15.3.1c,55.40364351,142.35216654,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'16.02"N,121°39'29.81"W,39°57'32.18"N,122°59'05.21"W,39°55'38.60"N,120°17'44.41"W,37°51'10.62"N,122°59'06.79"W,37°49'25.21"N,120°22'27.52"W, 38.90445,-121.65828, 39.95894,-122.98478, 39.92739,-120.29567, 37.85295,-122.98522, 37.82367,-120.37431,LC08_L2SP_044033_20150828_20200908_02_T1,LC80440332015240LGN01
LC08_L2SP_045032_20150904_20200908_02_T1,LC08_L1TP_045032_20150904_20200908_02_T1,LC80450322015247LGN01,2015/09/04,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-04 18:51:01.527597,2015-09-04 18:51:33.297593,LGN,DAY,   8.87,   8.73,1094,5,    4.015,    2.569,    3.086,LPGS_15.3.1c,52.38438109,146.79333912,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.79"N,122°45'14.22"W,41°23'08.48"N,124°08'23.32"W,41°22'46.85"N,121°21'46.08"W,39°15'42.12"N,124°06'16.67"W,39°15'22.07"N,121°24'47.95"W, 40.33272,-122.75395, 41.38569,-124.13981, 41.37968,-121.36280, 39.26170,-124.10463, 39.25613,-121.41332,LC08_L2SP_045032_20150904_20200908_02_T1,LC80450322015247LGN01
LC08_L2SP_045033_20150904_20200908_02_T1,LC08_L1TP_045033_20150904_20200908_02_T1,LC80450332015247LGN01,2015/09/04,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-04 18:51:25.418634,2015-09-04 18:51:57.188631,LGN,DAY,   0.02,   0.01,1051,5,    2.819,    1.770,    2.193,LPGS_15.3.1c,53.41873564,145.22058468,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.08"N,123°12'07.20"W,39°57'13.61"N,124°33'54.79"W,39°57'31"N,121°50'48.37"W,37°49'36.95"N,124°31'09.19"W,37°49'53.08"N,121°52'50.41"W, 38.90419,-123.20200, 39.95378,-124.56522, 39.95861,-121.84677, 37.82693,-124.51922, 37.83141,-121.88067,LC08_L2SP_045033_20150904_20200908_02_T1,LC80450332015247LGN01
LC08_L2SP_044032_20150913_20200908_02_T1,LC08_L1TP_044032_20150913_20200908_02_T1,LC80440322015256LGN01,2015/09/13,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-13 18:44:56.224448,2015-09-13 18:45:27.994444,LGN,DAY,  60.49,  60.49,366,5,    5.916,    3.677,    4.634,LPGS_15.3.1c,49.59299472,150.09159984,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.90"N,121°13'09.70"W,41°23'25.84"N,122°33'52.60"W,41°20'50.71"N,119°49'18.52"W,39°17'25.84"N,122°34'40.48"W,39°15'01.73"N,119°55'07.21"W, 40.33275,-121.21936, 41.39051,-122.56461, 41.34742,-119.82181, 39.29051,-122.57791, 39.25048,-119.91867,LC08_L2SP_044032_20150913_20200908_02_T1,LC80440322015256LGN01
LC08_L2SP_045032_20150920_20200908_02_T1,LC08_L1TP_045032_20150920_20200908_02_T1,LC80450322015263LGN01,2015/09/20,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-20 18:51:10.149676,2015-09-20 18:51:41.919673,LGN,DAY,   0.06,   0.06,1341,5,    4.340,    2.403,    3.614,LPGS_15.3.1c,47.30766713,152.46838728,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.97"N,122°46'14.23"W,41°23'07.94"N,124°09'14.98"W,41°22'47.78"N,121°22'50.63"W,39°15'41.65"N,124°07'06.74"W,39°15'22.93"N,121°25'50.52"W, 40.33277,-122.77062, 41.38554,-124.15416, 41.37994,-121.38073, 39.26157,-124.11854, 39.25637,-121.43070,LC08_L2SP_045032_20150920_20200908_02_T1,LC80450322015263LGN01
LC08_L2SP_045033_20150920_20200908_02_T1,LC08_L1TP_045033_20150920_20200908_02_T1,LC80450332015263LGN01,2015/09/20,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-20 18:51:34.040713,2015-09-20 18:52:05.81071,LGN,DAY,   0.01,   0.01,1036,5,    3.272,    1.882,    2.677,LPGS_15.3.1c,48.44065388,151.23934199,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.30"N,123°13'07"W,39°57'12.74"N,124°34'58.01"W,39°57'31.61"N,121°51'51.59"W,37°49'36.16"N,124°32'10.54"W,37°49'53.65"N,121°53'51.79"W, 38.90425,-123.21861, 39.95354,-124.58278, 39.95878,-121.86433, 37.82671,-124.53626, 37.83157,-121.89772,LC08_L2SP_045033_20150920_20200908_02_T1,LC80450332015263LGN01
LC08_L2SP_044032_20150929_20200908_02_T1,LC08_L1TP_044032_20150929_20200908_02_T1,LC80440322015272LGN02,2015/09/29,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-29 18:45:01.760079,2015-09-29 18:45:33.530076,LGN,DAY,   0.07,   0.07,988,5,    6.051,    3.158,    5.161,LPGS_15.3.1c,44.27628373,155.22138837,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.26"N,121°13'32.99"W,41°23'25.91"N,122°34'18.44"W,41°20'51.43"N,119°49'44.29"W,39°17'25.91"N,122°35'05.50"W,39°15'02.41"N,119°55'32.23"W, 40.33285,-121.22583, 41.39053,-122.57179, 41.34762,-119.82897, 39.29053,-122.58486, 39.25067,-119.92562,LC08_L2SP_044032_20150929_20200908_02_T1,LC80440322015272LGN02
LC08_L2SP_044033_20150929_20200908_02_T1,LC08_L1TP_044033_20150929_20200908_02_T1,LC80440332015272LGN02,2015/09/29,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-29 18:45:25.651117,2015-09-29 18:45:57.421113,LGN,DAY,  12.08,  12.08,1287,5,    5.027,    2.842,    4.146,LPGS_15.3.1c,45.45290866,154.14981057,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.48"N,121°40'25.46"W,39°57'32.18"N,122°59'55.79"W,39°55'39.79"N,120°18'34.92"W,37°51'10.62"N,122°59'55.90"W,37°49'26.33"N,120°23'16.55"W, 38.90430,-121.67374, 39.95894,-122.99883, 39.92772,-120.30970, 37.85295,-122.99886, 37.82398,-120.38793,LC08_L2SP_044033_20150929_20200908_02_T1,LC80440332015272LGN02
LC08_L2SP_045032_20151006_20200908_02_T1,LC08_L1TP_045032_20151006_20200908_02_T1,LC80450322015279LGN01,2015/10/06,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-06 18:51:13.00895,2015-10-06 18:51:44.778947,LGN,DAY,   2.77,   3.42,1268,5,    5.291,    2.687,    4.558,LPGS_15.3.1c,41.87346788,157.08823247,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.69"N,122°46'01.31"W,41°23'08.09"N,124°09'02.09"W,41°22'47.60"N,121°22'37.74"W,39°15'41.76"N,124°06'54.22"W,39°15'22.75"N,121°25'38.03"W, 40.33297,-122.76703, 41.38558,-124.15058, 41.37989,-121.37715, 39.26160,-124.11506, 39.25632,-121.42723,LC08_L2SP_045032_20151006_20200908_02_T1,LC80450322015279LGN01
LC08_L2SP_045033_20151006_20200908_02_T1,LC08_L1TP_045033_20151006_20200908_02_T1,LC80450332015279LGN01,2015/10/06,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-06 18:51:36.904224,2015-10-06 18:52:08.67422,LGN,DAY,   4.00,  32.14,876,5,    4.135,    2.114,    3.554,LPGS_15.3.1c,43.07813450,156.12099499,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.23"N,123°12'54.29"W,39°57'12.92"N,124°34'45.37"W,39°57'31.50"N,121°51'38.95"W,37°49'36.30"N,124°31'58.26"W,37°49'53.54"N,121°53'39.52"W, 38.90423,-123.21508, 39.95359,-124.57927, 39.95875,-121.86082, 37.82675,-124.53285, 37.83154,-121.89431,LC08_L2SP_045033_20151006_20200908_02_T1,LC80450332015279LGN01
LC08_L2SP_044032_20151015_20200908_02_T1,LC08_L1TP_044032_20151015_20200908_02_T1,LC80440322015288LGN01,2015/10/15,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-15 18:45:01.112981,2015-10-15 18:45:32.882978,LGN,DAY,   2.88,   2.88,938,5,    7.176,    3.766,    6.109,LPGS_15.3.1c,38.79009074,159.09785118,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.65"N,121°12'37.30"W,41°23'25.69"N,122°33'13.86"W,41°20'49.63"N,119°48'39.85"W,39°17'25.69"N,122°34'02.89"W,39°15'00.76"N,119°54'29.74"W, 40.33268,-121.21036, 41.39047,-122.55385, 41.34712,-119.81107, 39.29047,-122.56747, 39.25021,-119.90826,LC08_L2SP_044032_20151015_20200908_02_T1,LC80440322015288LGN01
LC08_L2SP_044033_20151015_20200908_02_T1,LC08_L1TP_044033_20151015_20200908_02_T1,LC80440332015288LGN01,2015/10/15,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-15 18:45:25.004019,2015-10-15 18:45:56.774015,LGN,DAY,  15.28,  15.28,1110,5,    5.960,    3.269,    4.983,LPGS_15.3.1c,40.02315046,158.24345788,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'14.94"N,121°39'29.56"W,39°57'32.18"N,122°59'05.21"W,39°55'38.60"N,120°17'44.41"W,37°51'10.62"N,122°59'06.79"W,37°49'25.21"N,120°22'27.52"W, 38.90415,-121.65821, 39.95894,-122.98478, 39.92739,-120.29567, 37.85295,-122.98522, 37.82367,-120.37431,LC08_L2SP_044033_20151015_20200908_02_T1,LC80440332015288LGN01
LC08_L2SP_045032_20151022_20200908_02_T1,LC08_L1TP_045032_20151022_20200908_02_T1,LC80450322015295LGN01,2015/10/22,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-22 18:51:16.014638,2015-10-22 18:51:47.784635,LGN,DAY,   0.05,   0.05,1291,5,    5.988,    2.895,    5.242,LPGS_15.3.1c,36.43798568,160.35031001,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.18"N,122°46'06.35"W,41°22'58.22"N,124°09'14.83"W,41°22'37.85"N,121°22'37.99"W,39°15'41.65"N,124°07'06.74"W,39°15'22.75"N,121°25'38.03"W, 40.33255,-122.76843, 41.38284,-124.15412, 41.37718,-121.37722, 39.26157,-124.11854, 39.25632,-121.42723,LC08_L2SP_045032_20151022_20200908_02_T1,LC80450322015295LGN01
LC08_L2SP_045033_20151022_20200908_02_T1,LC08_L1TP_045033_20151022_20200908_02_T1,LC80450332015295LGN01,2015/10/22,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-22 18:51:39.90144,2015-10-22 18:52:11.671436,LGN,DAY,   0.58,   6.22,1022,5,    5.249,    2.371,    4.683,LPGS_15.3.1c,37.68785532,159.56825021,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.30"N,123°12'58.10"W,39°57'12.92"N,124°34'45.37"W,39°57'31.50"N,121°51'38.95"W,37°49'36.30"N,124°31'58.26"W,37°49'53.54"N,121°53'39.52"W, 38.90425,-123.21614, 39.95359,-124.57927, 39.95875,-121.86082, 37.82675,-124.53285, 37.83154,-121.89431,LC08_L2SP_045033_20151022_20200908_02_T1,LC80450332015295LGN01
LC08_L2SP_044032_20151031_20200908_02_T1,LC08_L1TP_044032_20151031_20200908_02_T1,LC80440322015304LGN01,2015/10/31,T1,2, 044, 032, 044, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-31 18:45:07.73654,2015-10-31 18:45:39.506536,LGN,DAY,   5.85,   5.85,854,5,    7.521,    4.192,    6.245,LPGS_15.3.1c,33.54781829,161.55285322,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'58.51"N,121°13'47.78"W,41°23'25.98"N,122°34'31.37"W,41°20'51.79"N,119°49'57.18"W,39°17'25.94"N,122°35'18.02"W,39°15'02.74"N,119°55'44.72"W, 40.33292,-121.22994, 41.39055,-122.57538, 41.34772,-119.83255, 39.29054,-122.58834, 39.25076,-119.92909,LC08_L2SP_044032_20151031_20200908_02_T1,LC80440322015304LGN01
LC08_L2SP_044033_20151031_20200908_02_T1,LC08_L1TP_044033_20151031_20200908_02_T1,LC80440332015304LGN01,2015/10/31,T1,2, 044, 033, 044, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-31 18:45:31.627577,2015-10-31 18:46:03.397573,LGN,DAY,   0.03,   0.03,1303,5,    6.261,    3.070,    5.457,LPGS_15.3.1c,34.81368171,160.84567055,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.70"N,121°40'39.68"W,39°57'32.18"N,123°00'08.42"W,39°55'40.08"N,120°18'47.56"W,37°51'10.62"N,123°00'08.17"W,37°49'26.58"N,120°23'28.79"W, 38.90436,-121.67769, 39.95894,-123.00234, 39.92780,-120.31321, 37.85295,-123.00227, 37.82405,-120.39133,LC08_L2SP_044033_20151031_20200908_02_T1,LC80440332015304LGN01
LC08_L2SP_045032_20151107_20200908_02_T1,LC08_L1TP_045032_20151107_20200908_02_T1,LC80450322015311LGN01,2015/11/07,T1,2, 045, 032, 045, 032,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-07 18:51:18.694715,2015-11-07 18:51:50.464711,LGN,DAY,   0.15,   0.14,1233,5,    6.761,    3.241,    5.934,LPGS_15.3.1c,31.44768372,162.17073236,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,40°19'57.07"N,122°46'18.44"W,41°22'58.08"N,124°09'27.72"W,41°22'38.06"N,121°22'50.88"W,39°15'41.54"N,124°07'19.27"W,39°15'22.93"N,121°25'50.52"W, 40.33252,-122.77179, 41.38280,-124.15770, 41.37724,-121.38080, 39.26154,-124.12202, 39.25637,-121.43070,LC08_L2SP_045032_20151107_20200908_02_T1,LC80450322015311LGN01
LC08_L2SP_045033_20151107_20200908_02_T1,LC08_L1TP_045033_20151107_20200908_02_T1,LC80450332015311LGN01,2015/11/07,T1,2, 045, 033, 045, 033,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-07 18:51:42.57728,2015-11-07 18:52:14.347277,LGN,DAY,   0.02,   3.00,1006,5,    5.949,    2.714,    5.294,LPGS_15.3.1c,32.72107653,161.50996659,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,38°54'15.84"N,123°13'09.70"W,39°57'12.74"N,124°34'58.01"W,39°57'31.61"N,121°51'51.59"W,37°49'36.16"N,124°32'10.54"W,37°49'53.65"N,121°53'51.79"W, 38.90440,-123.21936, 39.95354,-124.58278, 39.95878,-121.86433, 37.82671,-124.53626, 37.83157,-121.89772,LC08_L2SP_045033_20151107_20200908_02_T1,LC80450332015311LGN01
