Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_045032_20150413_20200909_02_T1,LC08_L1TP_045032_20150413_20200909_02_T1,LC80450322015103LGN01,2015-04-13,T1,2,45,32,45,32,NADIR,0.0,2020/09/09,2020/09/09,2015-04-13 18:50:34.944127,2015-04-13 18:51:06.714124,LGN,DAY,4.08,3.99,1262,5,4.774,3.381,3.37,LPGS_15.3.1c,53.98897984,144.49248242,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.76""N","122°48'50.44""W","41°22'56.50""N","124°12'02.70""W","41°22'40.19""N","121°25'25.82""W","39°15'40.07""N","124°09'49.46""W","39°15'24.91""N","121°28'20.68""W",40.33271,-122.81401,41.38236,-124.20075,41.37783,-121.42384,39.26113,-124.16374,39.25692,-121.47241,LC08_L2SP_045032_20150413_20200909_02_T1,LC80450322015103LGN01
LC08_L2SP_044032_20150422_20200909_02_T1,LC08_L1TP_044032_20150422_20200909_02_T1,LC80440322015112LGN03,2015-04-22,T1,2,44,32,44,32,NADIR,0.0,2020/09/09,2020/09/09,2015-04-22 18:44:22.139132,2015-04-22 18:44:53.909128,LGN,DAY,16.77,16.77,926,5,5.023,3.534,3.569,LPGS_15.3.1c,56.99413474,142.66710723,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.84""N","121°17'15.90""W","41°23'26.70""N","122°37'58.04""W","41°20'57.41""N","119°53'23.42""W","39°17'16.87""N","122°38'38.47""W","39°14'58.24""N","119°59'05.14""W",40.33301,-121.28775,41.39075,-122.63279,41.34928,-119.88984,39.28802,-122.64402,39.24951,-119.98476,LC08_L2SP_044032_20150422_20200909_02_T1,LC80440322015112LGN03
LC08_L2SP_045032_20150429_20200909_02_T1,LC08_L1TP_045032_20150429_20200909_02_T1,LC80450322015119LGN01,2015-04-29,T1,2,45,32,45,32,NADIR,0.0,2020/09/09,2020/09/09,2015-04-29 18:50:27.162566,2015-04-29 18:50:58.932562,LGN,DAY,2.65,2.59,1310,5,4.219,3.103,2.858,LPGS_15.3.1c,59.10083413,141.0321228,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.76""N","122°49'43.32""W","41°23'05.68""N","124°12'54.54""W","41°22'50.81""N","121°26'30.12""W","39°15'39.56""N","124°10'39.50""W","39°15'25.74""N","121°29'23.24""W",40.33299,-122.8287,41.38491,-124.21515,41.38078,-121.4417,39.26099,-124.17764,39.25715,-121.48979,LC08_L2SP_045032_20150429_20200909_02_T1,LC80450322015119LGN01
LC08_L2SP_044032_20150508_20200909_02_T1,LC08_L1TP_044032_20150508_20200909_02_T1,LC80440322015128LGN03,2015-05-08,T1,2,44,32,44,32,NADIR,0.0,2020/09/09,2020/09/09,2015-05-08 18:44:06.331147,2015-05-08 18:44:38.101143,LGN,DAY,22.79,22.79,770,5,5.43,3.871,3.808,LPGS_15.3.1c,61.44015071,138.65427109,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.29""N","121°16'14.95""W","41°23'26.48""N","122°36'53.46""W","41°20'56""N","119°52'31.87""W","39°17'16.69""N","122°37'35.83""W","39°14'56.94""N","119°58'15.13""W",40.33258,-121.27082,41.39069,-122.61485,41.34889,-119.87552,39.28797,-122.62662,39.24915,-119.97087,LC08_L2SP_044032_20150508_20200909_02_T1,LC80440322015128LGN03
LC08_L2SP_045032_20150515_20201015_02_T1,LC08_L1TP_045032_20150515_20201015_02_T1,LC80450322015135LGN01,2015-05-15,T1,2,45,32,45,32,NADIR,0.0,2020/10/15,2020/10/15,2015-05-15 18:50:12.426997,2015-05-15 18:50:44.196993,LGN,DAY,49.28,48.84,504,5,5.814,4.227,3.992,LPGS_15.3.1c,62.96263002,136.7117657,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.76""N","122°46'09.70""W","41°23'07.94""N","124°09'14.98""W","41°22'47.78""N","121°22'50.63""W","39°15'41.65""N","124°07'06.74""W","39°15'22.93""N","121°25'50.52""W",40.33271,-122.76936,41.38554,-124.15416,41.37994,-121.38073,39.26157,-124.11854,39.25637,-121.4307,LC08_L2SP_045032_20150515_20201015_02_T1,LC80450322015135LGN01
LC08_L2SP_044032_20150524_20200909_02_T1,LC08_L1TP_044032_20150524_20200909_02_T1,LC80440322015144LGN04,2015-05-24,T1,2,44,32,44,32,NADIR,0.0,2020/09/09,2020/09/09,2015-05-24 18:44:04.808939,2015-05-24 18:44:36.578935,LGN,DAY,23.82,23.82,720,5,4.722,3.301,3.376,LPGS_15.3.1c,64.4595333,134.10658494,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.44""N","121°12'59.36""W","41°23'35.52""N","122°33'39.60""W","41°21'00.07""N","119°49'05.16""W","39°17'25.76""N","122°34'27.95""W","39°15'01.40""N","119°54'54.72""W",40.3329,-121.21649,41.3932,-122.561,41.35002,-119.8181,39.29049,-122.57443,39.25039,-119.9152,LC08_L2SP_044032_20150524_20200909_02_T1,LC80440322015144LGN04
LC08_L2SP_045032_20150531_20200909_02_T1,LC08_L1TP_045032_20150531_20200909_02_T1,LC80450322015151LGN01,2015-05-31,T1,2,45,32,45,32,NADIR,0.0,2020/09/09,2020/09/09,2015-05-31 18:50:18.505257,2015-05-31 18:50:50.275253,LGN,DAY,50.75,51.54,897,5,4.087,2.775,3.001,LPGS_15.3.1c,65.26416488,132.16626568,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.40""N","122°45'21.85""W","41°23'08.48""N","124°08'23.32""W","41°22'47.03""N","121°21'59""W","39°15'42.12""N","124°06'16.67""W","39°15'22.25""N","121°25'00.48""W",40.33289,-122.75607,41.38569,-124.13981,41.37973,-121.36639,39.2617,-124.10463,39.25618,-121.4168,LC08_L2SP_045032_20150531_20200909_02_T1,LC80450322015151LGN01
LC08_L2SP_044032_20150609_20200909_02_T1,LC08_L1TP_044032_20150609_20200909_02_T1,LC80440322015160LGN03,2015-06-09,T1,2,44,32,44,32,NADIR,0.0,2020/09/09,2020/09/09,2015-06-09 18:44:15.285482,2015-06-09 18:44:47.055478,LGN,DAY,19.59,19.59,927,5,4.349,2.967,3.18,LPGS_15.3.1c,65.83691393,130.01811874,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.36""N","121°13'20.75""W","41°23'25.87""N","122°34'05.52""W","41°20'51.07""N","119°49'31.40""W","39°17'25.87""N","122°34'52.97""W","39°15'02.09""N","119°55'19.70""W",40.3326,-121.22243,41.39052,-122.5682,41.34752,-119.82539,39.29052,-122.58138,39.25058,-119.92214,LC08_L2SP_044032_20150609_20200909_02_T1,LC80440322015160LGN03
LC08_L2SP_045032_20150616_20200909_02_T1,LC08_L1TP_045032_20150616_20200909_02_T1,LC80450322015167LGN01,2015-06-16,T1,2,45,32,45,32,NADIR,0.0,2020/09/09,2020/09/09,2015-06-16 18:50:29.596946,2015-06-16 18:51:01.366942,LGN,DAY,0.11,0.1,1371,5,3.013,2.013,2.242,LPGS_15.3.1c,65.9417711,128.78227513,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.87""N","122°45'55.37""W","41°23'08.09""N","124°09'02.09""W","41°22'47.42""N","121°22'24.82""W","39°15'41.76""N","124°06'54.22""W","39°15'22.57""N","121°25'25.50""W",40.33302,-122.76538,41.38558,-124.15058,41.37984,-121.37356,39.2616,-124.11506,39.25627,-121.42375,LC08_L2SP_045032_20150616_20200909_02_T1,LC80450322015167LGN01
LC08_L2SP_044032_20150625_20200909_02_T1,LC08_L1TP_044032_20150625_20200909_02_T1,LC80440322015176LGN03,2015-06-25,T1,2,44,32,44,32,NADIR,0.0,2020/09/09,2020/09/09,2015-06-25 18:44:20.409335,2015-06-25 18:44:52.179331,LGN,DAY,0.0,0.0,1088,5,3.334,2.257,2.453,LPGS_15.3.1c,65.6810455,127.94359237,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.55""N","121°12'26.64""W","41°23'35.34""N","122°33'00.86""W","41°20'59.35""N","119°48'39.35""W","39°17'25.62""N","122°33'50.36""W","39°15'00.76""N","119°54'29.74""W",40.33293,-121.2074,41.39315,-122.55024,41.34982,-119.81093,39.29045,-122.56399,39.25021,-119.90826,LC08_L2SP_044032_20150625_20200909_02_T1,LC80440322015176LGN03
LC08_L2SP_045032_20150702_20200909_02_T1,LC08_L1TP_045032_20150702_20200909_02_T1,LC80450322015183LGN01,2015-07-02,T1,2,45,32,45,32,NADIR,0.0,2020/09/09,2020/09/09,2015-07-02 18:50:36.588143,2015-07-02 18:51:08.358139,LGN,DAY,25.01,26.16,1127,5,3.903,2.646,2.869,LPGS_15.3.1c,65.20439799,127.95462307,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.97""N","122°45'48.96""W","41°23'08.20""N","124°08'49.16""W","41°22'47.42""N","121°22'24.82""W","39°15'41.90""N","124°06'41.72""W","39°15'22.57""N","121°25'25.50""W",40.33277,-122.7636,41.38561,-124.14699,41.37984,-121.37356,39.26164,-124.11159,39.25627,-121.42375,LC08_L2SP_045032_20150702_20200909_02_T1,LC80450322015183LGN01
LC08_L2SP_044032_20150711_20200909_02_T1,LC08_L1TP_044032_20150711_20200909_02_T1,LC80440322015192LGN04,2015-07-11,T1,2,44,32,44,32,NADIR,0.0,2020/09/09,2020/09/09,2015-07-11 18:44:32.187348,2015-07-11 18:45:03.957344,LGN,DAY,25.83,25.83,643,5,5.39,3.9,3.721,LPGS_15.3.1c,64.27655393,128.82194256,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.69""N","121°13'34.21""W","41°23'35.66""N","122°34'18.37""W","41°21'01.15""N","119°49'43.82""W","39°17'25.91""N","122°35'05.50""W","39°15'02.41""N","119°55'32.23""W",40.33297,-121.22617,41.39324,-122.57177,41.35032,-119.82884,39.29053,-122.58486,39.25067,-119.92562,LC08_L2SP_044032_20150711_20200909_02_T1,LC80440322015192LGN04
LC08_L2SP_045032_20150718_20200908_02_T1,LC08_L1TP_045032_20150718_20200908_02_T1,LC80450322015199LGN01,2015-07-18,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-07-18 18:50:46.059163,2015-07-18 18:51:17.829159,LGN,DAY,2.59,3.81,1311,5,3.114,2.153,2.25,LPGS_15.3.1c,63.33017372,130.10848922,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.32""N","122°46'12.25""W","41°23'07.94""N","124°09'14.98""W","41°22'47.78""N","121°22'50.63""W","39°15'41.65""N","124°07'06.74""W","39°15'22.93""N","121°25'50.52""W",40.33259,-122.77007,41.38554,-124.15416,41.37994,-121.38073,39.26157,-124.11854,39.25637,-121.4307,LC08_L2SP_045032_20150718_20200908_02_T1,LC80450322015199LGN01
LC08_L2SP_044032_20150727_20200908_02_T1,LC08_L1TP_044032_20150727_20200908_02_T1,LC80440322015208LGN01,2015-07-27,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-07-27 18:44:37.593275,2015-07-27 18:45:09.363271,LGN,DAY,0.07,0.07,1067,5,3.871,2.667,2.806,LPGS_15.3.1c,61.85407772,132.43924637,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.54""N","121°13'01.45""W","41°23'25.76""N","122°33'39.67""W","41°20'50.35""N","119°49'05.63""W","39°17'25.76""N","122°34'27.95""W","39°15'01.40""N","119°54'54.72""W",40.33265,-121.21707,41.39049,-122.56102,41.34732,-119.81823,39.29049,-122.57443,39.25039,-119.9152,LC08_L2SP_044032_20150727_20200908_02_T1,LC80440322015208LGN01
LC08_L2SP_045032_20150803_20200908_02_T1,LC08_L1TP_045032_20150803_20200908_02_T1,LC80450322015215LGN01,2015-08-03,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-08-03 18:50:49.170786,2015-08-03 18:51:20.940782,LGN,DAY,10.75,12.14,1227,5,3.359,2.301,2.448,LPGS_15.3.1c,60.51186625,134.67177128,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.51""N","122°45'09.32""W","41°23'08.59""N","124°08'10.43""W","41°22'46.85""N","121°21'46.08""W","39°15'42.23""N","124°06'04.18""W","39°15'22.07""N","121°24'47.95""W",40.33292,-122.75259,41.38572,-124.13623,41.37968,-121.3628,39.26173,-124.10116,39.25613,-121.41332,LC08_L2SP_045032_20150803_20200908_02_T1,LC80450322015215LGN01
LC08_L2SP_044032_20150812_20200908_02_T1,LC08_L1TP_044032_20150812_20200908_02_T1,LC80440322015224LGN01,2015-08-12,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-08-12 18:44:42.290737,2015-08-12 18:45:14.060733,LGN,DAY,0.01,0.01,1063,5,4.462,2.911,3.381,LPGS_15.3.1c,58.5460901,137.90188775,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.22""N","121°12'27.07""W","41°23'35.34""N","122°33'00.86""W","41°20'59.35""N","119°48'39.35""W","39°17'25.62""N","122°33'50.36""W","39°15'00.76""N","119°54'29.74""W",40.33284,-121.20752,41.39315,-122.55024,41.34982,-119.81093,39.29045,-122.56399,39.25021,-119.90826,LC08_L2SP_044032_20150812_20200908_02_T1,LC80440322015224LGN01
LC08_L2SP_045032_20150819_20200908_02_T1,LC08_L1TP_045032_20150819_20200908_02_T1,LC80450322015231LGN02,2015-08-19,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-08-19 18:50:56.68955,2015-08-19 18:51:28.459546,LGN,DAY,35.17,36.22,1252,5,3.44,2.318,2.542,LPGS_15.3.1c,56.83385924,140.58120321,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.90""N","122°45'24.73""W","41°23'08.48""N","124°08'23.32""W","41°22'47.03""N","121°21'59""W","39°15'42.12""N","124°06'16.67""W","39°15'22.25""N","121°25'00.48""W",40.33275,-122.75687,41.38569,-124.13981,41.37973,-121.36639,39.2617,-124.10463,39.25618,-121.4168,LC08_L2SP_045032_20150819_20200908_02_T1,LC80450322015231LGN02
LC08_L2SP_044032_20150828_20200908_02_T1,LC08_L1TP_044032_20150828_20200908_02_T1,LC80440322015240LGN01,2015-08-28,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-08-28 18:44:48.983462,2015-08-28 18:45:20.753458,LGN,DAY,48.46,48.46,778,5,5.447,3.505,4.17,LPGS_15.3.1c,54.42024335,144.09786546,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.94""N","121°12'36.79""W","41°23'25.69""N","122°33'13.86""W","41°20'49.63""N","119°48'39.85""W","39°17'25.69""N","122°34'02.89""W","39°15'00.76""N","119°54'29.74""W",40.33276,-121.21022,41.39047,-122.55385,41.34712,-119.81107,39.29047,-122.56747,39.25021,-119.90826,LC08_L2SP_044032_20150828_20200908_02_T1,LC80440322015240LGN01
LC08_L2SP_045032_20150904_20200908_02_T1,LC08_L1TP_045032_20150904_20200908_02_T1,LC80450322015247LGN01,2015-09-04,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-09-04 18:51:01.527597,2015-09-04 18:51:33.297593,LGN,DAY,8.87,8.73,1094,5,4.015,2.569,3.086,LPGS_15.3.1c,52.38438109,146.79333912,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.79""N","122°45'14.22""W","41°23'08.48""N","124°08'23.32""W","41°22'46.85""N","121°21'46.08""W","39°15'42.12""N","124°06'16.67""W","39°15'22.07""N","121°24'47.95""W",40.33272,-122.75395,41.38569,-124.13981,41.37968,-121.3628,39.2617,-124.10463,39.25613,-121.41332,LC08_L2SP_045032_20150904_20200908_02_T1,LC80450322015247LGN01
LC08_L2SP_044032_20150913_20200908_02_T1,LC08_L1TP_044032_20150913_20200908_02_T1,LC80440322015256LGN01,2015-09-13,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-09-13 18:44:56.224448,2015-09-13 18:45:27.994444,LGN,DAY,60.49,60.49,366,5,5.916,3.677,4.634,LPGS_15.3.1c,49.59299472,150.09159984,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.90""N","121°13'09.70""W","41°23'25.84""N","122°33'52.60""W","41°20'50.71""N","119°49'18.52""W","39°17'25.84""N","122°34'40.48""W","39°15'01.73""N","119°55'07.21""W",40.33275,-121.21936,41.39051,-122.56461,41.34742,-119.82181,39.29051,-122.57791,39.25048,-119.91867,LC08_L2SP_044032_20150913_20200908_02_T1,LC80440322015256LGN01
LC08_L2SP_045032_20150920_20200908_02_T1,LC08_L1TP_045032_20150920_20200908_02_T1,LC80450322015263LGN01,2015-09-20,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-09-20 18:51:10.149676,2015-09-20 18:51:41.919673,LGN,DAY,0.06,0.06,1341,5,4.34,2.403,3.614,LPGS_15.3.1c,47.30766713,152.46838728,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.97""N","122°46'14.23""W","41°23'07.94""N","124°09'14.98""W","41°22'47.78""N","121°22'50.63""W","39°15'41.65""N","124°07'06.74""W","39°15'22.93""N","121°25'50.52""W",40.33277,-122.77062,41.38554,-124.15416,41.37994,-121.38073,39.26157,-124.11854,39.25637,-121.4307,LC08_L2SP_045032_20150920_20200908_02_T1,LC80450322015263LGN01
LC08_L2SP_044032_20150929_20200908_02_T1,LC08_L1TP_044032_20150929_20200908_02_T1,LC80440322015272LGN02,2015-09-29,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-09-29 18:45:01.760079,2015-09-29 18:45:33.530076,LGN,DAY,0.07,0.07,988,5,6.051,3.158,5.161,LPGS_15.3.1c,44.27628373,155.22138837,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.26""N","121°13'32.99""W","41°23'25.91""N","122°34'18.44""W","41°20'51.43""N","119°49'44.29""W","39°17'25.91""N","122°35'05.50""W","39°15'02.41""N","119°55'32.23""W",40.33285,-121.22583,41.39053,-122.57179,41.34762,-119.82897,39.29053,-122.58486,39.25067,-119.92562,LC08_L2SP_044032_20150929_20200908_02_T1,LC80440322015272LGN02
LC08_L2SP_045032_20151006_20200908_02_T1,LC08_L1TP_045032_20151006_20200908_02_T1,LC80450322015279LGN01,2015-10-06,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-10-06 18:51:13.00895,2015-10-06 18:51:44.778947,LGN,DAY,2.77,3.42,1268,5,5.291,2.687,4.558,LPGS_15.3.1c,41.87346788,157.08823247,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.69""N","122°46'01.31""W","41°23'08.09""N","124°09'02.09""W","41°22'47.60""N","121°22'37.74""W","39°15'41.76""N","124°06'54.22""W","39°15'22.75""N","121°25'38.03""W",40.33297,-122.76703,41.38558,-124.15058,41.37989,-121.37715,39.2616,-124.11506,39.25632,-121.42723,LC08_L2SP_045032_20151006_20200908_02_T1,LC80450322015279LGN01
LC08_L2SP_044032_20151015_20200908_02_T1,LC08_L1TP_044032_20151015_20200908_02_T1,LC80440322015288LGN01,2015-10-15,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-10-15 18:45:01.112981,2015-10-15 18:45:32.882978,LGN,DAY,2.88,2.88,938,5,7.176,3.766,6.109,LPGS_15.3.1c,38.79009074,159.09785118,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.65""N","121°12'37.30""W","41°23'25.69""N","122°33'13.86""W","41°20'49.63""N","119°48'39.85""W","39°17'25.69""N","122°34'02.89""W","39°15'00.76""N","119°54'29.74""W",40.33268,-121.21036,41.39047,-122.55385,41.34712,-119.81107,39.29047,-122.56747,39.25021,-119.90826,LC08_L2SP_044032_20151015_20200908_02_T1,LC80440322015288LGN01
LC08_L2SP_045032_20151022_20200908_02_T1,LC08_L1TP_045032_20151022_20200908_02_T1,LC80450322015295LGN01,2015-10-22,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-10-22 18:51:16.014638,2015-10-22 18:51:47.784635,LGN,DAY,0.05,0.05,1291,5,5.988,2.895,5.242,LPGS_15.3.1c,36.43798568,160.35031001,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.18""N","122°46'06.35""W","41°22'58.22""N","124°09'14.83""W","41°22'37.85""N","121°22'37.99""W","39°15'41.65""N","124°07'06.74""W","39°15'22.75""N","121°25'38.03""W",40.33255,-122.76843,41.38284,-124.15412,41.37718,-121.37722,39.26157,-124.11854,39.25632,-121.42723,LC08_L2SP_045032_20151022_20200908_02_T1,LC80450322015295LGN01
LC08_L2SP_044032_20151031_20200908_02_T1,LC08_L1TP_044032_20151031_20200908_02_T1,LC80440322015304LGN01,2015-10-31,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-10-31 18:45:07.73654,2015-10-31 18:45:39.506536,LGN,DAY,5.85,5.85,854,5,7.521,4.192,6.245,LPGS_15.3.1c,33.54781829,161.55285322,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.51""N","121°13'47.78""W","41°23'25.98""N","122°34'31.37""W","41°20'51.79""N","119°49'57.18""W","39°17'25.94""N","122°35'18.02""W","39°15'02.74""N","119°55'44.72""W",40.33292,-121.22994,41.39055,-122.57538,41.34772,-119.83255,39.29054,-122.58834,39.25076,-119.92909,LC08_L2SP_044032_20151031_20200908_02_T1,LC80440322015304LGN01
LC08_L2SP_045032_20151107_20200908_02_T1,LC08_L1TP_045032_20151107_20200908_02_T1,LC80450322015311LGN01,2015-11-07,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-11-07 18:51:18.694715,2015-11-07 18:51:50.464711,LGN,DAY,0.15,0.14,1233,5,6.761,3.241,5.934,LPGS_15.3.1c,31.44768372,162.17073236,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.07""N","122°46'18.44""W","41°22'58.08""N","124°09'27.72""W","41°22'38.06""N","121°22'50.88""W","39°15'41.54""N","124°07'19.27""W","39°15'22.93""N","121°25'50.52""W",40.33252,-122.77179,41.3828,-124.1577,41.37724,-121.3808,39.26154,-124.12202,39.25637,-121.4307,LC08_L2SP_045032_20151107_20200908_02_T1,LC80450322015311LGN01
LC08_L2SP_044032_20151116_20200908_02_T1,LC08_L1TP_044032_20151116_20200908_02_T1,LC80440322015320LGN01,2015-11-16,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-11-16 18:45:08.549403,2015-11-16 18:45:40.319399,LGN,DAY,27.48,27.48,648,5,8.573,4.792,7.109,LPGS_15.3.1c,29.01098514,162.5644534,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'58.33""N","121°13'41.59""W","41°23'25.91""N","122°34'18.44""W","41°20'51.43""N","119°49'44.29""W","39°17'25.91""N","122°35'05.50""W","39°15'02.41""N","119°55'32.23""W",40.33287,-121.22822,41.39053,-122.57179,41.34762,-119.82897,39.29053,-122.58486,39.25067,-119.92562,LC08_L2SP_044032_20151116_20200908_02_T1,LC80440322015320LGN01
LC08_L2SP_045032_20151123_20200908_02_T1,LC08_L1TP_045032_20151123_20200908_02_T1,LC80450322015327LGN01,2015-11-23,T1,2,45,32,45,32,NADIR,0.0,2020/09/08,2020/09/08,2015-11-23 18:51:20.927394,2015-11-23 18:51:52.697391,LGN,DAY,2.59,4.02,1054,5,7.638,4.218,6.367,LPGS_15.3.1c,27.36963933,162.585612,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.40""N","122°46'37.56""W","41°22'57.97""N","124°09'40.64""W","41°22'38.42""N","121°23'16.69""W","39°15'41.40""N","124°07'31.76""W","39°15'23.26""N","121°26'15.54""W",40.33261,-122.7771,41.38277,-124.16129,41.37734,-121.38797,39.2615,-124.12549,39.25646,-121.43765,LC08_L2SP_045032_20151123_20200908_02_T1,LC80450322015327LGN01
LC08_L2SP_044032_20151202_20200908_02_T1,LC08_L1TP_044032_20151202_20200908_02_T1,LC80440322015336LGN01,2015-12-02,T1,2,44,32,44,32,NADIR,0.0,2020/09/08,2020/09/08,2015-12-02 18:45:09.756808,2015-12-02 18:45:41.526805,LGN,DAY,53.85,53.85,108,5,8.675,5.694,6.544,LPGS_15.3.1c,25.65058847,162.26902396,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,10,WGS84,WGS84,"40°19'57.18""N","121°13'55.16""W","41°23'25.98""N","122°34'31.37""W","41°20'52.15""N","119°50'10.07""W","39°17'25.94""N","122°35'18.02""W","39°15'03.06""N","119°55'57.22""W",40.33255,-121.23199,41.39055,-122.57538,41.34782,-119.83613,39.29054,-122.58834,39.25085,-119.93256,LC08_L2SP_044032_20151202_20200908_02_T1,LC80440322015336LGN01
